onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	ShapeMatching	939	1	S4	S4	c
11.983	2	ShapeMatching	1099	1	S8	S6	b
15.983	2	ShapeMatching	891	1	S6	S6	c
19.483	2	ShapeMatching	919	0	S8	S8	c
22.483	2	ShapeMatching	847	1	S2	S2	c
25.983	2	ShapeMatching	859	1	S9	S9	c
41.483	2	NumberMatching	2359	1	N6	D6_1	c
44.483	2	NumberMatching	2047	1	D9_1	N5	b
47.983	2	NumberMatching	859	1	D1_2	N1	c
51.983	2	NumberMatching	2035	1	N8	D6_2	b
55.483	2	NumberMatching	1775	1	N2	D6_2	b
59.483	2	NumberMatching	1423	1	D7_1	N3	b
73.983	2	NumberMatching	1571	1	N4	D2_2	b
77.483	2	NumberMatching	1407	1	N6	D9_2	b
80.483	2	NumberMatching	1575	1	D7_2	N7	c
84.483	2	NumberMatching	1607	1	N4	D4_1	c
87.983	2	NumberMatching	1915	1	D5_1	N7	b
90.983	2	NumberMatching	1379	1	D5_2	N5	c
109.483	2	FaceMatching	975	0	Stim3_LargeDistance	Stim3_Base	b
113.0	2	FaceMatching	1858	1	Stim9_Base	Stim9_SmallDistance	b
117.0	2	FaceMatching	1898	1	Stim1_LargeDistance	Stim1_LargeDistance	c
119.983	2	FaceMatching	1619	1	Stim9_LargeDistance	Stim9_LargeDistance	c
124.0	2	FaceMatching	1354	1	Stim6_Base	Stim6_SmallDistance	b
127.0	2	FaceMatching	1274	1	Stim5_LargeDistance	Stim5_LargeDistance	c
144.983	2	ShapeMatching	1331	1	S4	S2	b
147.983	2	ShapeMatching	1299	1	S5	S3	b
151.983	2	ShapeMatching	1051	1	S3	S3	c
155.483	2	ShapeMatching	1463	1	S2	S9	b
159.483	2	ShapeMatching	1343	1	S5	S5	c
162.483	2	ShapeMatching	1223	1	S3	S1	b
180.483	2	ShapeMatching	2271	1	S7	S5	b
184.483	2	ShapeMatching	911	1	S1	S1	c
187.983	2	ShapeMatching	971	1	S6	S4	b
190.983	2	ShapeMatching	1091	1	S7	S7	c
194.983	2	ShapeMatching	787	1	S1	S8	b
197.983	2	ShapeMatching	1715	1	S9	S7	b
209.983	2	FaceMatching	1747	1	Stim4_LargeDistance	Stim4_Base	b
214.0	2	FaceMatching	1386	1	Stim6_LargeDistance	Stim6_LargeDistance	c
217.0	2	FaceMatching	1410	0	Stim4_LargeDistance	Stim4_LargeDistance	c
220.483	2	FaceMatching	1415	0	Stim2_LargeDistance	Stim2_LargeDistance	c
223.5	2	FaceMatching	1270	1	Stim8_LargeDistance	Stim8_LargeDistance	c
227.0	2	FaceMatching	1874	1	Stim2_LargeDistance	Stim2_Base	b
239.483	2	NumberMatching	1215	1	N2	D2_1	c
242.984	2	NumberMatching	1498	1	D1_1	N3	b
246.983	2	NumberMatching	1211	1	D3_2	N3	c
249.983	2	NumberMatching	2019	1	D9_2	N9	c
253.984	2	NumberMatching	2706	0	N8	D8_1	c
257.484	2	NumberMatching	6	0	D3_1	N7	b
268.984	2	FaceMatching	2506	0	Stim8_Base	Stim8_SmallDistance	b
272.984	2	FaceMatching	1250	0	Stim3_LargeDistance	Stim3_LargeDistance	c
276.0	2	FaceMatching	1058	1	Stim7_LargeDistance	Stim7_LargeDistance	c
279.5	2	FaceMatching	1454	1	Stim5_LargeDistance	Stim5_Base	b
282.5	2	FaceMatching	1966	0	Stim7_Base	Stim7_SmallDistance	b
286.5	2	FaceMatching	2038	0	Stim1_LargeDistance	Stim1_Base	b
