onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.967	2	FaceMatching	2662	0	Stim1_LargeDistance	Stim1_Base	b
12.967	2	FaceMatching	1286	1	Stim1_LargeDistance	Stim1_LargeDistance	c
16.0	2	FaceMatching	1989	1	Stim2_LargeDistance	Stim2_LargeDistance	c
19.467	2	FaceMatching	1394	1	Stim2_LargeDistance	Stim2_Base	b
22.5	2	FaceMatching	1497	1	Stim9_Base	Stim9_SmallDistance	b
26.5	2	FaceMatching	1665	0	Stim5_LargeDistance	Stim5_Base	b
41.467	2	FaceMatching	1370	1	Stim9_LargeDistance	Stim9_LargeDistance	c
44.5	2	FaceMatching	0	0	Stim4_LargeDistance	Stim4_Base	b
48.5	2	FaceMatching	1041	1	Stim5_LargeDistance	Stim5_LargeDistance	c
52.0	2	FaceMatching	1333	1	Stim3_LargeDistance	Stim3_LargeDistance	c
55.0	2	FaceMatching	1501	0	Stim8_LargeDistance	Stim8_LargeDistance	c
58.5	2	FaceMatching	1217	0	Stim8_Base	Stim8_SmallDistance	b
70.967	2	ShapeMatching	1014	0	S3	S1	b
73.967	2	ShapeMatching	982	1	S9	S9	c
77.983	2	ShapeMatching	1342	1	S5	S5	c
81.483	2	ShapeMatching	842	1	S2	S2	c
84.483	2	ShapeMatching	1018	0	S9	S7	b
87.983	2	ShapeMatching	2430	1	S8	S8	c
103.467	2	NumberMatching	0	0	N8	D6_2	b
106.483	2	NumberMatching	1650	1	N4	D4_1	c
109.967	2	NumberMatching	2294	1	D5_2	N5	c
113.967	2	NumberMatching	1254	1	D9_1	N5	b
116.983	2	NumberMatching	1958	1	D7_2	N7	c
120.467	2	NumberMatching	1418	0	N8	D8_1	c
138.967	2	ShapeMatching	1654	1	S4	S4	c
142.483	2	ShapeMatching	1162	1	S6	S4	b
145.483	2	ShapeMatching	1722	1	S3	S3	c
149.483	2	ShapeMatching	1802	1	S5	S3	b
152.483	2	ShapeMatching	1698	1	S2	S9	b
155.983	2	ShapeMatching	1350	1	S7	S5	b
168.467	2	FaceMatching	2018	1	Stim4_LargeDistance	Stim4_LargeDistance	c
171.967	2	FaceMatching	1518	0	Stim3_LargeDistance	Stim3_Base	b
176.0	2	FaceMatching	1341	1	Stim7_LargeDistance	Stim7_LargeDistance	c
179.0	2	FaceMatching	2173	1	Stim6_LargeDistance	Stim6_LargeDistance	c
182.967	2	FaceMatching	1166	0	Stim7_Base	Stim7_SmallDistance	b
186.0	2	FaceMatching	1141	0	Stim6_Base	Stim6_SmallDistance	b
203.967	2	NumberMatching	0	0	D9_2	N9	c
207.983	2	NumberMatching	1438	1	D1_1	N3	b
211.483	2	NumberMatching	1298	1	D1_2	N1	c
214.483	2	NumberMatching	1530	0	D5_1	N7	b
217.983	2	NumberMatching	1342	1	D3_2	N3	c
221.983	2	NumberMatching	1294	1	N6	D9_2	b
236.467	2	ShapeMatching	0	0	S1	S8	b
239.983	2	ShapeMatching	1478	0	S8	S6	b
242.983	2	ShapeMatching	1470	1	S4	S2	b
246.967	2	ShapeMatching	1334	0	S7	S7	c
249.983	2	ShapeMatching	1790	1	S1	S1	c
253.983	2	ShapeMatching	862	1	S6	S6	c
271.967	2	NumberMatching	1814	1	N4	D2_2	b
275.983	2	NumberMatching	1622	1	N2	D6_2	b
278.984	2	NumberMatching	2293	1	D7_1	N3	b
282.467	2	NumberMatching	1938	1	N6	D6_1	c
285.484	2	NumberMatching	1705	1	D3_1	N7	b
289.484	2	NumberMatching	2473	1	N2	D2_1	c
