onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.917	2	ShapeMatching	1619	1	S4	S4	c
11.917	2	ShapeMatching	1363	1	S3	S3	c
16.217	2	ShapeMatching	1031	1	S1	S1	c
19.417	2	ShapeMatching	1623	1	S7	S8	b
23.417	2	ShapeMatching	1439	1	S2	S3	b
26.917	2	ShapeMatching	1619	1	S2	S2	c
38.417	2	FaceMatching	2471	1	Stim7_LargeDistance	Stim7_Base	b
41.917	2	FaceMatching	1539	1	Stim7_Base	Stim7_Base	c
45.934	2	FaceMatching	2058	1	Stim8_Base	Stim8_Base	c
48.917	2	FaceMatching	1947	1	Stim6_Base	Stim6_Base	c
52.934	2	FaceMatching	1410	0	Stim4_Base	Stim4_Base	c
56.434	2	FaceMatching	2166	0	Stim2_Base	Stim2_SmallDistance	b
73.917	2	NumberMatching	1971	1	D2_1	N5	b
77.417	2	NumberMatching	0	0	N9	D7_2	b
80.417	2	NumberMatching	431	1	N7	D4_2	b
84.417	2	NumberMatching	1319	1	D6_1	N3	b
87.917	2	NumberMatching	2163	1	N9	D9_1	c
90.917	2	NumberMatching	1787	1	N5	D5_1	c
109.417	2	FaceMatching	1583	1	Stim8_LargeDistance	Stim8_Base	b
112.934	2	FaceMatching	1450	1	Stim3_Base	Stim3_SmallDistance	b
116.934	2	FaceMatching	1450	1	Stim9_LargeDistance	Stim9_Base	b
119.934	2	FaceMatching	1626	1	Stim2_Base	Stim2_Base	c
123.934	2	FaceMatching	1706	1	Stim3_Base	Stim3_Base	c
126.934	2	FaceMatching	1658	1	Stim1_Base	Stim1_SmallDistance	b
141.917	2	NumberMatching	2003	1	N3	D5_2	b
145.917	2	NumberMatching	1355	1	N5	D1_2	b
148.917	2	NumberMatching	1267	1	N1	D1_1	c
152.417	2	NumberMatching	1255	1	D4_2	N4	c
155.417	2	NumberMatching	1663	0	D6_2	N6	c
158.917	2	NumberMatching	1307	1	D4_1	N8	b
174.417	2	ShapeMatching	1751	1	S8	S8	c
177.917	2	ShapeMatching	1483	1	S6	S7	b
180.917	2	ShapeMatching	1187	1	S3	S4	b
184.917	2	ShapeMatching	1315	1	S1	S2	b
187.917	2	ShapeMatching	1147	1	S9	S9	c
191.917	2	ShapeMatching	1307	1	S5	S5	c
209.917	2	NumberMatching	1451	1	N1	D4_2	b
212.917	2	NumberMatching	1683	1	D8_2	N8	c
216.417	2	NumberMatching	1223	1	D8_1	N5	b
220.418	2	NumberMatching	1382	1	N3	D3_1	c
223.918	2	NumberMatching	1490	1	D2_2	N2	c
226.918	2	NumberMatching	1754	0	N7	D7_1	c
239.418	2	FaceMatching	2086	1	Stim9_Base	Stim9_Base	c
242.918	2	FaceMatching	1386	1	Stim5_Base	Stim5_SmallDistance	b
245.934	2	FaceMatching	1698	1	Stim6_LargeDistance	Stim6_Base	b
249.934	2	FaceMatching	1538	1	Stim1_Base	Stim1_Base	c
252.934	2	FaceMatching	2138	0	Stim5_Base	Stim5_Base	c
256.418	2	FaceMatching	2222	1	Stim4_Base	Stim4_SmallDistance	b
268.918	2	ShapeMatching	1698	1	S4	S5	b
272.418	2	ShapeMatching	1174	1	S8	S9	b
275.418	2	ShapeMatching	1886	1	S5	S6	b
279.418	2	ShapeMatching	1126	1	S7	S7	c
282.918	2	ShapeMatching	1042	1	S9	S1	b
286.918	2	ShapeMatching	1530	1	S6	S6	c
