onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.984	2	FaceMatching	1657	1	Stim2_LargeDistance	Stim2_Base	b
13.0	2	FaceMatching	1281	1	Stim7_LargeDistance	Stim7_LargeDistance	c
17.517	2	FaceMatching	1580	1	Stim3_LargeDistance	Stim3_LargeDistance	c
19.484	2	FaceMatching	861	1	Stim6_Base	Stim6_SmallDistance	b
23.5	2	FaceMatching	1413	1	Stim3_LargeDistance	Stim3_Base	b
27.0	2	FaceMatching	1433	1	Stim5_LargeDistance	Stim5_Base	b
44.484	2	ShapeMatching	1837	1	S2	S2	c
47.984	2	ShapeMatching	1449	1	S1	S8	b
51.984	2	ShapeMatching	1033	1	S8	S8	c
54.984	2	ShapeMatching	1289	1	S7	S5	b
58.484	2	ShapeMatching	1933	1	S9	S7	b
62.484	2	ShapeMatching	1093	1	S6	S6	c
73.984	2	ShapeMatching	1233	0	S9	S9	c
77.984	2	ShapeMatching	1105	1	S6	S4	b
81.484	2	ShapeMatching	1429	1	S4	S2	b
84.484	2	ShapeMatching	1125	1	S3	S1	b
87.984	2	ShapeMatching	1025	1	S4	S4	c
91.984	2	ShapeMatching	1385	1	S3	S3	c
106.484	2	FaceMatching	1917	0	Stim8_Base	Stim8_SmallDistance	b
110.0	2	FaceMatching	1553	1	Stim5_LargeDistance	Stim5_LargeDistance	c
113.0	2	FaceMatching	1297	1	Stim1_LargeDistance	Stim1_Base	b
117.0	2	FaceMatching	2137	1	Stim2_LargeDistance	Stim2_LargeDistance	c
120.484	2	FaceMatching	1429	1	Stim7_Base	Stim7_SmallDistance	b
124.5	2	FaceMatching	1101	1	Stim4_LargeDistance	Stim4_LargeDistance	c
138.984	2	NumberMatching	1905	1	N6	D9_2	b
142.984	2	NumberMatching	1945	1	N4	D4_1	c
146.484	2	NumberMatching	1477	1	D1_2	N1	c
149.484	2	NumberMatching	1525	1	D7_1	N3	b
152.984	2	NumberMatching	1425	1	N2	D6_2	b
156.984	2	NumberMatching	993	1	D3_2	N3	c
168.484	2	ShapeMatching	1261	1	S8	S6	b
171.984	2	ShapeMatching	1041	1	S1	S1	c
174.984	2	ShapeMatching	1209	1	S5	S3	b
178.984	2	ShapeMatching	2153	1	S2	S9	b
181.984	2	ShapeMatching	1041	1	S7	S7	c
185.984	2	ShapeMatching	993	0	S5	S5	c
203.984	2	NumberMatching	1553	1	N2	D2_1	c
206.984	2	NumberMatching	2121	1	N8	D6_2	b
210.484	2	NumberMatching	1557	0	D5_1	N7	b
214.484	2	NumberMatching	1613	0	N6	D6_1	c
217.984	2	NumberMatching	1177	1	D5_2	N5	c
221.984	2	NumberMatching	0	0	D1_1	N3	b
239.484	2	NumberMatching	2397	1	D9_1	N5	b
243.484	2	NumberMatching	1597	1	D3_1	N7	b
246.984	2	NumberMatching	1225	1	D9_2	N9	c
249.984	2	NumberMatching	1649	1	N4	D2_2	b
253.484	2	NumberMatching	1133	1	D7_2	N7	c
256.484	2	NumberMatching	1549	0	N8	D8_1	c
271.984	2	FaceMatching	1465	1	Stim6_LargeDistance	Stim6_LargeDistance	c
275.0	2	FaceMatching	1713	1	Stim9_Base	Stim9_SmallDistance	b
279.0	2	FaceMatching	1345	1	Stim1_LargeDistance	Stim1_LargeDistance	c
282.5	2	FaceMatching	1725	1	Stim4_LargeDistance	Stim4_Base	b
286.5	2	FaceMatching	1677	0	Stim8_LargeDistance	Stim8_LargeDistance	c
289.5	2	FaceMatching	1885	1	Stim9_LargeDistance	Stim9_LargeDistance	c
