onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.984	2	NumberMatching	2000	1	N4	D4_1	c
12.984	2	NumberMatching	1312	1	D1_1	N3	b
16.367	2	NumberMatching	0	0	D5_2	N5	c
19.484	2	NumberMatching	388	1	N2	D6_2	b
22.484	2	NumberMatching	1228	1	D3_1	N7	b
26.484	2	NumberMatching	3076	1	N8	D6_2	b
41.484	2	ShapeMatching	852	1	S1	S8	b
45.484	2	ShapeMatching	908	1	S3	S1	b
48.484	2	ShapeMatching	852	0	S6	S6	c
51.984	2	ShapeMatching	920	1	S2	S9	b
54.984	2	ShapeMatching	1008	1	S8	S6	b
58.484	2	ShapeMatching	1020	1	S6	S4	b
73.984	2	FaceMatching	1856	1	Stim7_Base	Stim7_SmallDistance	b
77.5	2	FaceMatching	1188	0	Stim5_LargeDistance	Stim5_Base	b
80.5	2	FaceMatching	1348	1	Stim1_LargeDistance	Stim1_LargeDistance	c
84.5	2	FaceMatching	1540	1	Stim5_LargeDistance	Stim5_LargeDistance	c
88.0	2	FaceMatching	1584	1	Stim4_LargeDistance	Stim4_Base	b
91.0	2	FaceMatching	1408	1	Stim1_LargeDistance	Stim1_Base	b
103.484	2	ShapeMatching	1244	1	S9	S9	c
106.484	2	ShapeMatching	1036	1	S9	S7	b
110.484	2	ShapeMatching	916	1	S5	S5	c
113.984	2	ShapeMatching	2336	1	S4	S2	b
117.984	2	ShapeMatching	800	1	S4	S4	c
121.484	2	ShapeMatching	924	1	S8	S8	c
138.984	2	NumberMatching	1328	1	N4	D2_2	b
142.484	2	NumberMatching	1404	1	N2	D2_1	c
146.484	2	NumberMatching	2412	1	N6	D9_2	b
149.484	2	NumberMatching	1460	1	N8	D8_1	c
153.484	2	NumberMatching	1204	1	D7_1	N3	b
156.984	2	NumberMatching	1360	1	D1_2	N1	c
174.484	2	FaceMatching	1884	1	Stim8_LargeDistance	Stim8_LargeDistance	c
178.0	2	FaceMatching	1264	0	Stim8_Base	Stim8_SmallDistance	b
181.0	2	FaceMatching	1440	0	Stim6_LargeDistance	Stim6_LargeDistance	c
184.984	2	FaceMatching	968	1	Stim2_LargeDistance	Stim2_Base	b
188.001	2	FaceMatching	1327	1	Stim4_LargeDistance	Stim4_LargeDistance	c
191.501	2	FaceMatching	2379	0	Stim9_LargeDistance	Stim9_LargeDistance	c
209.984	2	FaceMatching	976	0	Stim7_LargeDistance	Stim7_LargeDistance	c
213.001	2	FaceMatching	1303	1	Stim3_LargeDistance	Stim3_LargeDistance	c
217.001	2	FaceMatching	1695	1	Stim2_LargeDistance	Stim2_LargeDistance	c
220.501	2	FaceMatching	1331	1	Stim9_Base	Stim9_SmallDistance	b
223.501	2	FaceMatching	1099	1	Stim3_LargeDistance	Stim3_Base	b
227.001	2	FaceMatching	2207	0	Stim6_Base	Stim6_SmallDistance	b
242.484	2	ShapeMatching	996	1	S7	S7	c
245.484	2	ShapeMatching	948	1	S5	S3	b
249.484	2	ShapeMatching	1004	1	S3	S3	c
252.984	2	ShapeMatching	944	1	S1	S1	c
255.984	2	ShapeMatching	1912	1	S7	S5	b
259.484	2	ShapeMatching	1620	1	S2	S2	c
271.984	2	NumberMatching	2048	1	D3_2	N3	c
275.484	2	NumberMatching	1212	0	D7_2	N7	c
279.484	2	NumberMatching	1732	1	D5_1	N7	b
282.484	2	NumberMatching	2044	1	N6	D6_1	c
286.484	2	NumberMatching	0	0	D9_2	N9	c
289.984	2	NumberMatching	1584	1	D9_1	N5	b
