onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	NumberMatching	1432	1	D7_1	N3	b
11.983	2	NumberMatching	2472	1	D5_1	N7	b
15.483	2	NumberMatching	1348	1	N2	D2_1	c
19.483	2	NumberMatching	1756	1	D1_1	N3	b
22.483	2	NumberMatching	2020	0	N8	D6_2	b
25.983	2	NumberMatching	2392	1	D5_2	N5	c
38.483	2	ShapeMatching	1228	1	S9	S7	b
41.483	2	ShapeMatching	1156	1	S6	S4	b
45.483	2	ShapeMatching	1324	1	S1	S1	c
48.983	2	ShapeMatching	1096	1	S4	S4	c
51.983	2	ShapeMatching	0	0	S1	S8	b
55.983	2	ShapeMatching	1112	1	S9	S9	c
67.983	2	NumberMatching	2432	1	N8	D8_1	c
70.983	2	NumberMatching	1184	1	N4	D2_2	b
74.483	2	NumberMatching	2284	1	D7_2	N7	c
78.483	2	NumberMatching	1676	1	D3_1	N7	b
81.483	2	NumberMatching	2060	0	D9_1	N5	b
85.483	2	NumberMatching	220	0	D3_2	N3	c
100.483	2	ShapeMatching	2196	1	S7	S5	b
103.483	2	ShapeMatching	3372	0	S4	S2	b
106.983	2	ShapeMatching	1144	0	S7	S7	c
110.983	2	ShapeMatching	1320	1	S6	S6	c
114.483	2	ShapeMatching	1596	1	S5	S5	c
117.483	2	ShapeMatching	1908	1	S8	S6	b
135.983	2	ShapeMatching	2152	1	S2	S9	b
139.483	2	ShapeMatching	1692	1	S5	S3	b
143.483	2	ShapeMatching	1980	1	S3	S3	c
146.483	2	ShapeMatching	1300	1	S8	S8	c
149.983	2	ShapeMatching	0	0	S3	S1	b
152.983	2	ShapeMatching	1064	1	S2	S2	c
168.483	2	FaceMatching	0	0	Stim9_Base	Stim9_SmallDistance	b
171.6	2	FaceMatching	0	0	Stim1_LargeDistance	Stim1_Base	b
175.5	2	FaceMatching	1395	1	Stim8_LargeDistance	Stim8_LargeDistance	c
179.0	2	FaceMatching	1903	1	Stim6_LargeDistance	Stim6_LargeDistance	c
183.0	2	FaceMatching	1575	1	Stim7_LargeDistance	Stim7_LargeDistance	c
186.5	2	FaceMatching	1067	1	Stim1_LargeDistance	Stim1_LargeDistance	c
197.983	2	FaceMatching	2208	1	Stim9_LargeDistance	Stim9_LargeDistance	c
201.483	2	FaceMatching	2652	0	Stim5_LargeDistance	Stim5_Base	b
205.483	2	FaceMatching	1740	1	Stim7_Base	Stim7_SmallDistance	b
208.566	2	FaceMatching	1969	1	Stim6_Base	Stim6_SmallDistance	b
212.483	2	FaceMatching	0	0	Stim5_LargeDistance	Stim5_LargeDistance	c
215.55	2	FaceMatching	1377	1	Stim4_LargeDistance	Stim4_Base	b
230.483	2	FaceMatching	3052	1	Stim3_LargeDistance	Stim3_Base	b
234.483	2	FaceMatching	1316	1	Stim4_LargeDistance	Stim4_LargeDistance	c
237.567	2	FaceMatching	2296	0	Stim2_LargeDistance	Stim2_Base	b
240.983	2	FaceMatching	1424	0	Stim8_Base	Stim8_SmallDistance	b
245.0	2	FaceMatching	1471	1	Stim3_LargeDistance	Stim3_LargeDistance	c
248.5	2	FaceMatching	0	0	Stim2_LargeDistance	Stim2_LargeDistance	c
265.983	2	NumberMatching	1176	1	D1_2	N1	c
270.05	2	NumberMatching	1757	1	N6	D9_2	b
272.983	2	NumberMatching	1888	0	D9_2	N9	c
276.483	2	NumberMatching	1972	1	N2	D6_2	b
279.483	2	NumberMatching	1676	1	N6	D6_1	c
283.483	2	NumberMatching	1404	1	N4	D4_1	c
