onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.984	2	ShapeMatching	989	1	S4	S2	b
12.984	2	ShapeMatching	1396	1	S7	S5	b
16.384	2	ShapeMatching	1076	1	S9	S9	c
19.484	2	ShapeMatching	1096	1	S5	S5	c
23.484	2	ShapeMatching	1008	1	S9	S7	b
26.484	2	ShapeMatching	1480	1	S1	S8	b
38.484	2	FaceMatching	1184	1	Stim4_LargeDistance	Stim4_LargeDistance	c
42.501	2	FaceMatching	1335	1	Stim9_Base	Stim9_SmallDistance	b
45.501	2	FaceMatching	1655	1	Stim5_LargeDistance	Stim5_LargeDistance	c
49.001	2	FaceMatching	1491	1	Stim9_LargeDistance	Stim9_LargeDistance	c
52.001	2	FaceMatching	2187	0	Stim7_Base	Stim7_SmallDistance	b
55.484	2	FaceMatching	1240	1	Stim2_LargeDistance	Stim2_Base	b
70.984	2	ShapeMatching	1204	1	S5	S3	b
73.984	2	ShapeMatching	1356	1	S6	S4	b
77.984	2	ShapeMatching	1116	1	S3	S1	b
81.484	2	ShapeMatching	1064	1	S8	S6	b
84.484	2	ShapeMatching	1224	1	S1	S1	c
87.984	2	ShapeMatching	1340	1	S7	S7	c
106.484	2	NumberMatching	1632	1	N6	D9_2	b
109.484	2	NumberMatching	1496	1	D9_2	N9	c
112.984	2	NumberMatching	1460	1	D3_1	N7	b
116.984	2	NumberMatching	1380	1	D5_2	N5	c
119.984	2	NumberMatching	1668	1	D9_1	N5	b
123.984	2	NumberMatching	2060	1	N4	D4_1	c
135.984	2	NumberMatching	1260	1	D1_2	N1	c
138.984	2	NumberMatching	1396	1	N2	D2_1	c
142.984	2	NumberMatching	1724	1	N4	D2_2	b
146.484	2	NumberMatching	2424	1	D7_2	N7	c
150.484	2	NumberMatching	1272	1	N6	D6_1	c
153.484	2	NumberMatching	1328	1	D3_2	N3	c
168.484	2	FaceMatching	1537	1	Stim3_LargeDistance	Stim3_Base	b
172.501	2	FaceMatching	1495	1	Stim7_LargeDistance	Stim7_LargeDistance	c
176.001	2	FaceMatching	2339	1	Stim2_LargeDistance	Stim2_LargeDistance	c
178.984	2	FaceMatching	1540	1	Stim6_LargeDistance	Stim6_LargeDistance	c
182.501	2	FaceMatching	1551	1	Stim5_LargeDistance	Stim5_Base	b
186.501	2	FaceMatching	2463	1	Stim6_Base	Stim6_SmallDistance	b
197.984	2	NumberMatching	1540	1	N8	D6_2	b
201.484	2	NumberMatching	1632	1	N2	D6_2	b
204.484	2	NumberMatching	1384	1	D7_1	N3	b
208.484	2	NumberMatching	1408	1	N8	D8_1	c
211.984	2	NumberMatching	1756	1	D1_1	N3	b
215.984	2	NumberMatching	1364	1	D5_1	N7	b
233.484	2	ShapeMatching	1368	1	S3	S3	c
237.484	2	ShapeMatching	1360	1	S6	S6	c
240.984	2	ShapeMatching	1292	1	S4	S4	c
243.984	2	ShapeMatching	1724	1	S8	S8	c
247.984	2	ShapeMatching	1733	1	S2	S2	c
250.984	2	ShapeMatching	1381	1	S2	S9	b
265.984	2	FaceMatching	1621	1	Stim8_LargeDistance	Stim8_LargeDistance	c
269.001	2	FaceMatching	1211	1	Stim1_LargeDistance	Stim1_Base	b
273.001	2	FaceMatching	1420	1	Stim4_LargeDistance	Stim4_Base	b
276.501	2	FaceMatching	1272	1	Stim3_LargeDistance	Stim3_LargeDistance	c
280.501	2	FaceMatching	1840	1	Stim8_Base	Stim8_SmallDistance	b
284.001	2	FaceMatching	1628	1	Stim1_LargeDistance	Stim1_LargeDistance	c
