onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.966	2	NumberMatching	1190	1	D1_2	N1	c
11.983	2	NumberMatching	2197	1	N4	D4_1	c
15.466	2	NumberMatching	1818	0	D5_2	N5	c
19.483	2	NumberMatching	1313	1	D9_1	N5	b
22.483	2	NumberMatching	945	1	D3_2	N3	c
26.483	2	NumberMatching	1113	1	N2	D2_1	c
38.466	2	ShapeMatching	1458	0	S2	S9	b
41.483	2	ShapeMatching	1081	1	S9	S9	c
45.483	2	ShapeMatching	1081	1	S3	S3	c
48.983	2	ShapeMatching	1309	1	S1	S8	b
51.983	2	ShapeMatching	1045	1	S6	S6	c
55.483	2	ShapeMatching	1289	1	S2	S2	c
70.966	2	FaceMatching	0	0	Stim6_Base	Stim6_SmallDistance	b
74.5	2	FaceMatching	1640	1	Stim5_LargeDistance	Stim5_LargeDistance	c
77.5	2	FaceMatching	1544	1	Stim2_LargeDistance	Stim2_Base	b
81.5	2	FaceMatching	1824	1	Stim9_Base	Stim9_SmallDistance	b
84.5	2	FaceMatching	1488	1	Stim4_LargeDistance	Stim4_LargeDistance	c
88.0	2	FaceMatching	1132	0	Stim8_LargeDistance	Stim8_LargeDistance	c
100.466	2	NumberMatching	1754	0	N8	D6_2	b
103.983	2	NumberMatching	1813	0	N8	D8_1	c
107.983	2	NumberMatching	1461	1	D3_1	N7	b
110.983	2	NumberMatching	1421	1	N2	D6_2	b
114.483	2	NumberMatching	1385	1	D7_1	N3	b
118.483	2	NumberMatching	1681	1	N6	D6_1	c
135.966	2	NumberMatching	1702	1	N4	D2_2	b
139.483	2	NumberMatching	1465	1	D5_1	N7	b
142.483	2	NumberMatching	1529	1	D1_1	N3	b
146.483	2	NumberMatching	1761	1	N6	D9_2	b
149.983	2	NumberMatching	1861	1	D9_2	N9	c
153.983	2	NumberMatching	1917	1	D7_2	N7	c
168.466	2	ShapeMatching	1234	1	S4	S2	b
172.483	2	ShapeMatching	889	1	S4	S4	c
175.983	2	ShapeMatching	1453	1	S5	S3	b
178.983	2	ShapeMatching	1373	1	S8	S8	c
182.983	2	ShapeMatching	1437	1	S8	S6	b
185.983	2	ShapeMatching	941	1	S1	S1	c
203.966	2	ShapeMatching	1382	1	S6	S4	b
206.983	2	ShapeMatching	1069	1	S9	S7	b
210.483	2	ShapeMatching	1385	1	S7	S5	b
214.483	2	ShapeMatching	1737	1	S7	S7	c
217.983	2	ShapeMatching	1173	1	S3	S1	b
220.983	2	ShapeMatching	981	1	S5	S5	c
233.466	2	FaceMatching	1970	1	Stim7_LargeDistance	Stim7_LargeDistance	c
237.0	2	FaceMatching	2060	1	Stim4_LargeDistance	Stim4_Base	b
239.966	2	FaceMatching	990	1	Stim2_LargeDistance	Stim2_LargeDistance	c
244.0	2	FaceMatching	1356	0	Stim8_Base	Stim8_SmallDistance	b
247.5	2	FaceMatching	1488	1	Stim3_LargeDistance	Stim3_Base	b
250.5	2	FaceMatching	1784	0	Stim7_Base	Stim7_SmallDistance	b
268.966	2	FaceMatching	1886	1	Stim1_LargeDistance	Stim1_Base	b
272.5	2	FaceMatching	1496	0	Stim5_LargeDistance	Stim5_Base	b
276.5	2	FaceMatching	1824	1	Stim9_LargeDistance	Stim9_LargeDistance	c
279.5	2	FaceMatching	1112	1	Stim6_LargeDistance	Stim6_LargeDistance	c
283.5	2	FaceMatching	1232	1	Stim1_LargeDistance	Stim1_LargeDistance	c
286.966	2	FaceMatching	2246	1	Stim3_LargeDistance	Stim3_LargeDistance	c
