onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	ShapeMatching	1069	1	S9	S1	b
13.0	2	ShapeMatching	1052	1	S4	S5	b
16.0	2	ShapeMatching	1188	1	S2	S2	c
19.483	2	ShapeMatching	897	1	S2	S3	b
22.483	2	ShapeMatching	1553	1	S5	S6	b
25.983	2	ShapeMatching	981	1	S8	S8	c
41.483	2	FaceMatching	1209	0	Stim3_Base	Stim3_Base	c
44.5	2	FaceMatching	1168	1	Stim2_Base	Stim2_Base	c
48.5	2	FaceMatching	1184	1	Stim4_Base	Stim4_Base	c
52.0	2	FaceMatching	1308	1	Stim7_Base	Stim7_Base	c
56.0	2	FaceMatching	1268	1	Stim8_LargeDistance	Stim8_Base	b
59.5	2	FaceMatching	960	1	Stim1_Base	Stim1_Base	c
73.983	2	NumberMatching	1637	1	N1	D1_1	c
77.483	2	NumberMatching	2353	1	D4_2	N4	c
80.483	2	NumberMatching	1769	0	N9	D9_1	c
84.483	2	NumberMatching	1065	1	D2_2	N2	c
87.983	2	NumberMatching	1901	1	D8_1	N5	b
90.983	2	NumberMatching	1149	0	D6_1	N3	b
106.483	2	ShapeMatching	1217	1	S1	S1	c
109.5	2	ShapeMatching	1576	1	S7	S8	b
112.983	2	ShapeMatching	1237	1	S6	S6	c
116.983	2	ShapeMatching	1093	1	S4	S4	c
120.5	2	ShapeMatching	1288	1	S8	S9	b
123.483	2	ShapeMatching	0	0	S3	S3	c
141.983	2	FaceMatching	1549	1	Stim8_Base	Stim8_Base	c
145.5	2	FaceMatching	1120	0	Stim2_Base	Stim2_SmallDistance	b
149.517	2	FaceMatching	1719	1	Stim6_LargeDistance	Stim6_Base	b
152.5	2	FaceMatching	2584	1	Stim3_Base	Stim3_SmallDistance	b
155.983	2	FaceMatching	61	0	Stim1_Base	Stim1_SmallDistance	b
160.0	2	FaceMatching	1860	0	Stim5_Base	Stim5_SmallDistance	b
171.483	2	NumberMatching	1529	1	N9	D7_2	b
174.983	2	NumberMatching	1829	1	D2_1	N5	b
179.0	2	NumberMatching	1932	1	D8_2	N8	c
181.983	2	NumberMatching	949	0	N3	D3_1	c
185.483	2	NumberMatching	2041	1	N5	D5_1	c
189.483	2	NumberMatching	1145	1	D4_1	N8	b
206.983	2	NumberMatching	1669	0	D6_2	N6	c
210.483	2	NumberMatching	1361	1	N5	D1_2	b
214.483	2	NumberMatching	1281	1	N1	D4_2	b
217.483	2	NumberMatching	2217	1	N3	D5_2	b
220.983	2	NumberMatching	1269	1	N7	D7_1	c
224.983	2	NumberMatching	2581	1	N7	D4_2	b
236.483	2	FaceMatching	1249	1	Stim9_Base	Stim9_Base	c
240.0	2	FaceMatching	1220	1	Stim5_Base	Stim5_Base	c
244.0	2	FaceMatching	1148	1	Stim6_Base	Stim6_Base	c
247.0	2	FaceMatching	2116	1	Stim4_Base	Stim4_SmallDistance	b
250.483	2	FaceMatching	1289	1	Stim7_LargeDistance	Stim7_Base	b
253.5	2	FaceMatching	1864	1	Stim9_LargeDistance	Stim9_Base	b
271.983	2	ShapeMatching	1005	1	S3	S4	b
274.983	2	ShapeMatching	2101	1	S9	S9	c
278.483	2	ShapeMatching	1393	1	S6	S7	b
282.483	2	ShapeMatching	1297	1	S1	S2	b
285.983	2	ShapeMatching	1061	1	S7	S7	c
289.983	2	ShapeMatching	1405	1	S5	S5	c
