onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.966	2	FaceMatching	1315	1	Stim4_LargeDistance	Stim4_Base	b
11.983	2	FaceMatching	2090	1	Stim7_Base	Stim7_SmallDistance	b
15.466	2	FaceMatching	1183	0	Stim2_LargeDistance	Stim2_Base	b
19.483	2	FaceMatching	1614	1	Stim1_LargeDistance	Stim1_LargeDistance	c
22.983	2	FaceMatching	818	0	Stim5_LargeDistance	Stim5_LargeDistance	c
25.983	2	FaceMatching	1154	1	Stim4_LargeDistance	Stim4_LargeDistance	c
38.466	2	ShapeMatching	1119	1	S3	S3	c
41.483	2	ShapeMatching	1054	0	S4	S4	c
44.967	2	ShapeMatching	1050	1	S3	S1	b
48.983	2	ShapeMatching	898	0	S2	S9	b
52.467	2	ShapeMatching	1158	1	S5	S5	c
55.483	2	ShapeMatching	1782	1	S6	S4	b
67.967	2	ShapeMatching	1186	0	S4	S2	b
71.467	2	ShapeMatching	934	1	S7	S7	c
74.483	2	ShapeMatching	1446	1	S8	S8	c
78.483	2	ShapeMatching	1294	1	S9	S7	b
81.483	2	ShapeMatching	1054	0	S8	S6	b
85.467	2	ShapeMatching	0	0	S1	S8	b
103.467	2	FaceMatching	1422	1	Stim9_LargeDistance	Stim9_LargeDistance	c
107.483	2	FaceMatching	1606	1	Stim3_LargeDistance	Stim3_Base	b
110.483	2	FaceMatching	1622	1	Stim3_LargeDistance	Stim3_LargeDistance	c
113.983	2	FaceMatching	938	1	Stim8_Base	Stim8_SmallDistance	b
116.983	2	FaceMatching	1322	0	Stim6_Base	Stim6_SmallDistance	b
120.983	2	FaceMatching	1730	1	Stim5_LargeDistance	Stim5_Base	b
138.967	2	FaceMatching	1346	1	Stim8_LargeDistance	Stim8_LargeDistance	c
141.983	2	FaceMatching	1186	1	Stim1_LargeDistance	Stim1_Base	b
145.483	2	FaceMatching	1342	0	Stim9_Base	Stim9_SmallDistance	b
149.483	2	FaceMatching	1686	1	Stim6_LargeDistance	Stim6_LargeDistance	c
152.967	2	FaceMatching	1698	0	Stim2_LargeDistance	Stim2_LargeDistance	c
155.983	2	FaceMatching	1250	1	Stim7_LargeDistance	Stim7_LargeDistance	c
171.467	2	NumberMatching	894	0	D9_1	N5	b
174.483	2	NumberMatching	1502	1	D7_2	N7	c
178.467	2	NumberMatching	1046	1	D7_1	N3	b
181.984	2	NumberMatching	2129	1	N8	D8_1	c
184.967	2	NumberMatching	1138	0	N2	D2_1	c
188.967	2	NumberMatching	1706	1	N6	D9_2	b
203.967	2	ShapeMatching	914	1	S2	S2	c
207.984	2	ShapeMatching	1265	1	S7	S5	b
210.984	2	ShapeMatching	1041	1	S9	S9	c
214.484	2	ShapeMatching	1061	1	S6	S6	c
217.484	2	ShapeMatching	1141	1	S5	S3	b
221.484	2	ShapeMatching	893	1	S1	S1	c
236.467	2	NumberMatching	1110	0	D5_1	N7	b
240.484	2	NumberMatching	2077	1	N6	D6_1	c
243.467	2	NumberMatching	1510	1	D9_2	N9	c
246.984	2	NumberMatching	1897	1	N2	D6_2	b
250.984	2	NumberMatching	1457	0	D1_2	N1	c
253.967	2	NumberMatching	1690	1	D5_2	N5	c
271.967	2	NumberMatching	1042	1	N4	D4_1	c
274.984	2	NumberMatching	0	0	D1_1	N3	b
278.484	2	NumberMatching	1317	0	N8	D6_2	b
282.484	2	NumberMatching	1853	1	D3_1	N7	b
285.984	2	NumberMatching	1489	1	N4	D2_2	b
289.984	2	NumberMatching	1513	0	D3_2	N3	c
