onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	FaceMatching	2369	0	Stim3_Base	Stim3_SmallDistance	b
12.983	2	FaceMatching	1641	0	Stim1_Base	Stim1_SmallDistance	b
16.0	2	FaceMatching	2232	1	Stim8_Base	Stim8_Base	c
19.483	2	FaceMatching	1253	0	Stim2_Base	Stim2_SmallDistance	b
23.5	2	FaceMatching	1284	1	Stim4_Base	Stim4_SmallDistance	b
26.5	2	FaceMatching	1748	1	Stim3_Base	Stim3_Base	c
44.483	2	NumberMatching	0	0	D6_2	N6	c
47.483	2	NumberMatching	1749	1	N1	D1_1	c
51.483	2	NumberMatching	1133	1	N3	D3_1	c
54.983	2	NumberMatching	2409	1	D6_1	N3	b
57.983	2	NumberMatching	305	1	D8_2	N8	c
61.983	2	NumberMatching	1441	1	N3	D5_2	b
73.983	2	FaceMatching	1449	1	Stim6_LargeDistance	Stim6_Base	b
77.0	2	FaceMatching	1160	1	Stim9_LargeDistance	Stim9_Base	b
80.5	2	FaceMatching	1292	1	Stim7_Base	Stim7_Base	c
84.5	2	FaceMatching	1436	1	Stim7_LargeDistance	Stim7_Base	b
88.0	2	FaceMatching	1912	1	Stim5_Base	Stim5_SmallDistance	b
92.0	2	FaceMatching	2400	1	Stim6_Base	Stim6_Base	c
106.484	2	ShapeMatching	1684	1	S6	S7	b
110.483	2	ShapeMatching	1373	1	S2	S2	c
113.984	2	ShapeMatching	1664	1	S9	S9	c
116.984	2	ShapeMatching	1024	1	S4	S4	c
120.484	2	ShapeMatching	1332	1	S3	S3	c
123.484	2	ShapeMatching	988	1	S6	S6	c
138.984	2	FaceMatching	1784	1	Stim8_LargeDistance	Stim8_Base	b
142.5	2	FaceMatching	1692	1	Stim1_Base	Stim1_Base	c
145.5	2	FaceMatching	1820	1	Stim5_Base	Stim5_Base	c
149.5	2	FaceMatching	2268	1	Stim4_Base	Stim4_Base	c
152.484	2	FaceMatching	1340	1	Stim2_Base	Stim2_Base	c
156.5	2	FaceMatching	1340	1	Stim9_Base	Stim9_Base	c
168.484	2	ShapeMatching	1716	1	S5	S5	c
171.484	2	ShapeMatching	1772	1	S8	S9	b
175.484	2	ShapeMatching	1572	1	S1	S1	c
178.984	2	ShapeMatching	1376	0	S9	S1	b
182.984	2	ShapeMatching	1520	1	S4	S5	b
186.484	2	ShapeMatching	964	1	S2	S3	b
197.984	2	NumberMatching	992	1	N5	D1_2	b
201.484	2	NumberMatching	1620	1	N5	D5_1	c
205.484	2	NumberMatching	1452	1	D4_2	N4	c
208.484	2	NumberMatching	1524	1	N7	D7_1	c
212.484	2	NumberMatching	1604	1	D8_1	N5	b
215.984	2	NumberMatching	1704	1	N7	D4_2	b
233.484	2	ShapeMatching	1428	1	S5	S6	b
236.984	2	ShapeMatching	1200	1	S8	S8	c
240.984	2	ShapeMatching	872	1	S7	S7	c
243.984	2	ShapeMatching	2048	1	S7	S8	b
247.484	2	ShapeMatching	1108	1	S3	S4	b
250.484	2	ShapeMatching	1476	1	S1	S2	b
268.984	2	NumberMatching	1704	0	D2_1	N5	b
272.484	2	NumberMatching	1620	1	N1	D4_2	b
276.484	2	NumberMatching	1540	1	D4_1	N8	b
279.484	2	NumberMatching	1580	0	N9	D9_1	c
282.984	2	NumberMatching	2360	1	N9	D7_2	b
285.984	2	NumberMatching	1616	1	D2_2	N2	c
