onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.884	2	ShapeMatching	1353	1	S2	S3	b
12.9	2	ShapeMatching	833	1	S9	S9	c
16.467	2	ShapeMatching	1050	1	S1	S1	c
19.4	2	ShapeMatching	1053	1	S3	S4	b
22.9	2	ShapeMatching	1185	1	S6	S7	b
26.9	2	ShapeMatching	913	1	S5	S5	c
41.384	2	FaceMatching	1437	1	Stim7_Base	Stim7_Base	c
44.984	2	FaceMatching	2261	1	Stim6_Base	Stim6_Base	c
47.884	2	FaceMatching	1273	1	Stim3_Base	Stim3_Base	c
51.984	2	FaceMatching	1773	1	Stim2_Base	Stim2_SmallDistance	b
54.967	2	FaceMatching	2022	1	Stim8_LargeDistance	Stim8_Base	b
58.884	2	FaceMatching	2121	1	Stim3_Base	Stim3_SmallDistance	b
76.884	2	ShapeMatching	1113	1	S9	S1	b
80.9	2	ShapeMatching	1177	1	S4	S5	b
84.45	2	ShapeMatching	1044	1	S8	S9	b
87.4	2	ShapeMatching	1230	1	S8	S8	c
90.9	2	ShapeMatching	1153	1	S1	S2	b
94.9	2	ShapeMatching	1353	1	S2	S2	c
106.384	2	NumberMatching	1525	1	D4_2	N4	c
109.967	2	NumberMatching	1527	1	D2_2	N2	c
112.967	2	NumberMatching	1191	0	N9	D7_2	b
116.967	2	NumberMatching	943	0	N1	D1_1	c
119.984	2	NumberMatching	0	0	N5	D1_2	b
123.417	2	NumberMatching	0	0	D8_1	N5	b
138.884	2	NumberMatching	0	0	D4_1	N8	b
142.467	2	NumberMatching	1515	1	D8_2	N8	c
146.451	2	NumberMatching	2339	0	D6_2	N6	c
149.384	2	NumberMatching	1502	1	N1	D4_2	b
153.401	2	NumberMatching	1421	1	N7	D4_2	b
156.951	2	NumberMatching	0	0	D2_1	N5	b
174.384	2	NumberMatching	1494	1	N5	D5_1	c
178.451	2	NumberMatching	1795	1	N9	D9_1	c
181.984	2	NumberMatching	1878	1	N3	D3_1	c
184.967	2	NumberMatching	1287	1	D6_1	N3	b
188.951	2	NumberMatching	1039	1	N3	D5_2	b
192.451	2	NumberMatching	1219	1	N7	D7_1	c
203.884	2	FaceMatching	2298	1	Stim9_LargeDistance	Stim9_Base	b
207.884	2	FaceMatching	1218	0	Stim7_LargeDistance	Stim7_Base	b
211.451	2	FaceMatching	1971	0	Stim1_Base	Stim1_Base	c
214.384	2	FaceMatching	2094	0	Stim1_Base	Stim1_SmallDistance	b
218.384	2	FaceMatching	1446	1	Stim9_Base	Stim9_Base	c
221.901	2	FaceMatching	2305	1	Stim2_Base	Stim2_Base	c
236.384	2	ShapeMatching	1662	1	S4	S4	c
239.884	2	ShapeMatching	1122	1	S3	S3	c
242.901	2	ShapeMatching	1001	1	S5	S6	b
246.901	2	ShapeMatching	2097	1	S7	S8	b
250.384	2	ShapeMatching	1278	1	S7	S7	c
254.384	2	ShapeMatching	894	1	S6	S6	c
271.884	2	FaceMatching	1722	1	Stim5_Base	Stim5_SmallDistance	b
275.984	2	FaceMatching	1262	0	Stim4_Base	Stim4_SmallDistance	b
278.901	2	FaceMatching	1553	1	Stim4_Base	Stim4_Base	c
282.484	2	FaceMatching	2794	0	Stim6_LargeDistance	Stim6_Base	b
285.384	2	FaceMatching	966	1	Stim8_Base	Stim8_Base	c
288.901	2	FaceMatching	1473	1	Stim5_Base	Stim5_Base	c
