onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.9	2	FaceMatching	1841	1	Stim8_LargeDistance	Stim8_Base	b
12.916	2	FaceMatching	1369	1	Stim6_Base	Stim6_Base	c
16.216	2	FaceMatching	1445	1	Stim3_Base	Stim3_Base	c
19.416	2	FaceMatching	989	1	Stim4_Base	Stim4_Base	c
22.416	2	FaceMatching	1526	1	Stim6_LargeDistance	Stim6_Base	b
25.916	2	FaceMatching	1665	1	Stim4_Base	Stim4_SmallDistance	b
41.4	2	NumberMatching	1893	1	N7	D4_2	b
44.9	2	NumberMatching	1377	0	N9	D7_2	b
47.9	2	NumberMatching	1505	1	D4_2	N4	c
51.9	2	NumberMatching	1201	1	N5	D5_1	c
54.9	2	NumberMatching	2305	0	N7	D7_1	c
58.9	2	NumberMatching	1873	1	N1	D4_2	b
76.9	2	ShapeMatching	1369	1	S8	S9	b
79.9	2	ShapeMatching	1601	1	S2	S2	c
83.9	2	ShapeMatching	1337	1	S9	S1	b
87.4	2	ShapeMatching	1037	1	S6	S6	c
91.4	2	ShapeMatching	1797	0	S9	S9	c
94.9	2	ShapeMatching	1257	1	S3	S4	b
109.4	2	NumberMatching	1605	1	D8_1	N5	b
113.4	2	NumberMatching	1397	1	N3	D5_2	b
116.9	2	NumberMatching	1201	1	D2_1	N5	b
119.9	2	NumberMatching	1337	1	N3	D3_1	c
123.9	2	NumberMatching	1721	1	D6_1	N3	b
127.4	2	NumberMatching	0	0	D8_2	N8	c
138.9	2	NumberMatching	1369	1	N5	D1_2	b
142.4	2	NumberMatching	1469	1	D4_1	N8	b
146.4	2	NumberMatching	1077	1	D2_2	N2	c
149.4	2	NumberMatching	1877	1	N9	D9_1	c
153.4	2	NumberMatching	1542	1	N1	D1_1	c
156.9	2	NumberMatching	0	0	D6_2	N6	c
171.4	2	ShapeMatching	1509	1	S1	S1	c
174.9	2	ShapeMatching	2225	1	S7	S8	b
177.9	2	ShapeMatching	1385	1	S5	S6	b
181.9	2	ShapeMatching	2241	1	S2	S3	b
185.4	2	ShapeMatching	1069	1	S5	S5	c
188.4	2	ShapeMatching	1453	1	S7	S7	c
200.9	2	FaceMatching	1521	1	Stim2_Base	Stim2_Base	c
203.917	2	FaceMatching	1025	1	Stim7_Base	Stim7_Base	c
207.417	2	FaceMatching	1452	1	Stim5_Base	Stim5_Base	c
211.417	2	FaceMatching	0	0	Stim3_Base	Stim3_SmallDistance	b
214.917	2	FaceMatching	1112	1	Stim9_LargeDistance	Stim9_Base	b
217.917	2	FaceMatching	2288	0	Stim2_Base	Stim2_SmallDistance	b
236.4	2	ShapeMatching	1165	1	S3	S3	c
239.4	2	ShapeMatching	877	1	S4	S4	c
243.4	2	ShapeMatching	1013	1	S1	S2	b
246.9	2	ShapeMatching	833	0	S4	S5	b
249.9	2	ShapeMatching	1137	1	S8	S8	c
253.9	2	ShapeMatching	889	1	S6	S7	b
271.9	2	FaceMatching	1585	1	Stim5_Base	Stim5_SmallDistance	b
274.917	2	FaceMatching	1416	1	Stim7_LargeDistance	Stim7_Base	b
278.917	2	FaceMatching	1168	1	Stim1_Base	Stim1_Base	c
282.417	2	FaceMatching	2525	1	Stim1_Base	Stim1_SmallDistance	b
286.4	2	FaceMatching	1645	1	Stim9_Base	Stim9_Base	c
289.917	2	FaceMatching	1408	1	Stim8_Base	Stim8_Base	c
