onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	ShapeMatching	1517	1	S2	S2	c
11.983	2	ShapeMatching	1029	0	S7	S8	b
15.483	2	ShapeMatching	1433	1	S8	S8	c
19.483	2	ShapeMatching	1305	1	S3	S4	b
22.983	2	ShapeMatching	1101	1	S1	S2	b
26.983	2	ShapeMatching	877	1	S9	S9	c
44.483	2	NumberMatching	1369	1	D4_1	N8	b
48.483	2	NumberMatching	1249	1	N3	D5_2	b
51.983	2	NumberMatching	1541	1	D4_2	N4	c
54.983	2	NumberMatching	1325	1	N1	D4_2	b
58.983	2	NumberMatching	1269	1	N5	D5_1	c
62.483	2	NumberMatching	1641	1	N9	D9_1	c
79.983	2	FaceMatching	1333	1	Stim8_Base	Stim8_Base	c
83.5	2	FaceMatching	1128	1	Stim9_LargeDistance	Stim9_Base	b
86.5	2	FaceMatching	1144	1	Stim2_Base	Stim2_Base	c
90.5	2	FaceMatching	1216	1	Stim8_LargeDistance	Stim8_Base	b
93.5	2	FaceMatching	1264	1	Stim6_Base	Stim6_Base	c
97.5	2	FaceMatching	968	1	Stim7_Base	Stim7_Base	c
115.483	2	NumberMatching	1665	1	N7	D7_1	c
119.483	2	NumberMatching	1281	1	D2_1	N5	b
122.483	2	NumberMatching	1089	1	N7	D4_2	b
125.983	2	NumberMatching	1037	1	N3	D3_1	c
129.983	2	NumberMatching	1973	1	D6_2	N6	c
132.983	2	NumberMatching	1261	1	D8_1	N5	b
144.983	2	NumberMatching	1165	1	N1	D1_1	c
148.983	2	NumberMatching	1221	1	N5	D1_2	b
152.483	2	NumberMatching	1113	1	D6_1	N3	b
155.483	2	NumberMatching	1233	1	D8_2	N8	c
159.483	2	NumberMatching	1329	1	D2_2	N2	c
162.983	2	NumberMatching	1405	1	N9	D7_2	b
177.483	2	ShapeMatching	1145	1	S4	S5	b
180.984	2	ShapeMatching	1348	1	S6	S6	c
184.983	2	ShapeMatching	1413	1	S9	S1	b
187.984	2	ShapeMatching	1004	1	S1	S1	c
191.484	2	ShapeMatching	1024	1	S4	S4	c
195.484	2	ShapeMatching	1016	1	S3	S3	c
206.984	2	ShapeMatching	989	1	S5	S5	c
210.484	2	ShapeMatching	912	1	S8	S9	b
214.484	2	ShapeMatching	1040	1	S5	S6	b
217.484	2	ShapeMatching	1176	1	S2	S3	b
220.984	2	ShapeMatching	932	1	S7	S7	c
224.984	2	ShapeMatching	972	1	S6	S7	b
239.484	2	FaceMatching	1808	1	Stim3_Base	Stim3_SmallDistance	b
243.0	2	FaceMatching	1188	0	Stim1_Base	Stim1_SmallDistance	b
247.0	2	FaceMatching	1388	0	Stim2_Base	Stim2_SmallDistance	b
250.0	2	FaceMatching	1948	1	Stim1_Base	Stim1_Base	c
253.5	2	FaceMatching	1208	1	Stim3_Base	Stim3_Base	c
257.5	2	FaceMatching	1048	1	Stim4_Base	Stim4_Base	c
271.984	2	FaceMatching	1228	1	Stim5_Base	Stim5_Base	c
276.0	2	FaceMatching	1292	1	Stim9_Base	Stim9_Base	c
279.0	2	FaceMatching	1172	1	Stim4_Base	Stim4_SmallDistance	b
282.5	2	FaceMatching	1168	0	Stim6_LargeDistance	Stim6_Base	b
285.5	2	FaceMatching	1448	0	Stim5_Base	Stim5_SmallDistance	b
289.5	2	FaceMatching	1544	1	Stim7_LargeDistance	Stim7_Base	b
