onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.967	2	FaceMatching	1917	1	Stim7_Base	Stim7_Base	c
13.0	2	FaceMatching	1876	1	Stim8_Base	Stim8_Base	c
16.8	2	FaceMatching	2132	1	Stim3_Base	Stim3_SmallDistance	b
19.467	2	FaceMatching	1281	1	Stim6_LargeDistance	Stim6_Base	b
23.5	2	FaceMatching	2208	1	Stim2_Base	Stim2_SmallDistance	b
26.967	2	FaceMatching	1629	1	Stim1_Base	Stim1_Base	c
41.467	2	FaceMatching	1937	1	Stim2_Base	Stim2_Base	c
45.5	2	FaceMatching	1880	1	Stim9_LargeDistance	Stim9_Base	b
49.0	2	FaceMatching	2324	1	Stim4_Base	Stim4_Base	c
51.967	2	FaceMatching	1541	1	Stim6_Base	Stim6_Base	c
55.5	2	FaceMatching	1440	0	Stim9_Base	Stim9_Base	c
58.5	2	FaceMatching	1728	1	Stim5_Base	Stim5_SmallDistance	b
70.967	2	ShapeMatching	1429	1	S5	S6	b
73.984	2	ShapeMatching	2356	1	S8	S8	c
77.467	2	ShapeMatching	1225	1	S1	S1	c
81.484	2	ShapeMatching	1336	1	S1	S2	b
84.984	2	ShapeMatching	844	0	S2	S2	c
88.984	2	ShapeMatching	1276	1	S3	S3	c
103.467	2	ShapeMatching	1153	1	S6	S6	c
107.484	2	ShapeMatching	2152	1	S2	S3	b
110.967	2	ShapeMatching	1661	1	S7	S7	c
113.984	2	ShapeMatching	1364	1	S9	S1	b
117.984	2	ShapeMatching	1284	1	S3	S4	b
120.984	2	ShapeMatching	1836	1	S4	S5	b
138.967	2	NumberMatching	0	0	N5	D1_2	b
141.984	2	NumberMatching	2300	0	N9	D7_2	b
145.967	2	NumberMatching	2445	1	N7	D7_1	c
149.467	2	NumberMatching	1809	1	D2_1	N5	b
153.484	2	NumberMatching	2184	1	N1	D4_2	b
156.467	2	NumberMatching	1353	1	N3	D5_2	b
171.467	2	NumberMatching	1649	1	D8_1	N5	b
175.484	2	NumberMatching	1848	1	N1	D1_1	c
178.984	2	NumberMatching	2340	1	N3	D3_1	c
181.967	2	NumberMatching	1061	1	D4_2	N4	c
185.984	2	NumberMatching	1332	0	N7	D4_2	b
189.467	2	NumberMatching	1817	1	D2_2	N2	c
206.967	2	FaceMatching	0	0	Stim4_Base	Stim4_SmallDistance	b
210.501	2	FaceMatching	1743	1	Stim3_Base	Stim3_Base	c
214.501	2	FaceMatching	1423	1	Stim7_LargeDistance	Stim7_Base	b
217.501	2	FaceMatching	1983	1	Stim8_LargeDistance	Stim8_Base	b
221.467	2	FaceMatching	1505	0	Stim1_Base	Stim1_SmallDistance	b
224.967	2	FaceMatching	1453	1	Stim5_Base	Stim5_Base	c
242.467	2	NumberMatching	2089	1	N5	D5_1	c
246.467	2	NumberMatching	2441	0	D8_2	N8	c
249.967	2	NumberMatching	1613	1	D4_1	N8	b
252.967	2	NumberMatching	333	0	D6_2	N6	c
256.467	2	NumberMatching	2825	0	N9	D9_1	c
260.467	2	NumberMatching	1497	1	D6_1	N3	b
271.967	2	ShapeMatching	1109	0	S9	S9	c
275.967	2	ShapeMatching	1893	0	S7	S8	b
278.967	2	ShapeMatching	1477	1	S6	S7	b
282.484	2	ShapeMatching	1120	1	S4	S4	c
285.484	2	ShapeMatching	1176	1	S5	S5	c
289.484	2	ShapeMatching	1176	1	S8	S9	b
