onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.966	2	ShapeMatching	862	1	S8	S9	b
11.983	2	ShapeMatching	1389	1	S1	S2	b
16.3	2	ShapeMatching	840	1	S5	S6	b
19.483	2	ShapeMatching	1345	1	S2	S2	c
23.483	2	ShapeMatching	985	1	S2	S3	b
26.983	2	ShapeMatching	917	1	S3	S3	c
38.466	2	NumberMatching	810	0	N3	D3_1	c
42.483	2	NumberMatching	1505	1	N7	D4_2	b
45.483	2	NumberMatching	1185	1	N5	D5_1	c
48.983	2	NumberMatching	973	1	N5	D1_2	b
52.983	2	NumberMatching	1365	1	N1	D1_1	c
56.483	2	NumberMatching	2025	1	D8_2	N8	c
73.966	2	ShapeMatching	1566	1	S4	S4	c
77.983	2	ShapeMatching	853	1	S7	S7	c
81.483	2	ShapeMatching	1129	1	S3	S4	b
84.483	2	ShapeMatching	776	1	S1	S1	c
87.983	2	ShapeMatching	2404	1	S7	S8	b
90.966	2	ShapeMatching	1077	1	S6	S7	b
109.466	2	NumberMatching	1721	1	N3	D5_2	b
112.483	2	NumberMatching	1120	1	D4_1	N8	b
115.983	2	NumberMatching	1676	0	D6_2	N6	c
119.983	2	NumberMatching	3180	0	N9	D7_2	b
123.466	2	NumberMatching	1377	1	D4_2	N4	c
126.483	2	NumberMatching	1192	1	D8_1	N5	b
138.966	2	FaceMatching	1389	0	Stim2_Base	Stim2_SmallDistance	b
142.5	2	FaceMatching	1807	1	Stim4_Base	Stim4_SmallDistance	b
146.5	2	FaceMatching	2055	0	Stim6_LargeDistance	Stim6_Base	b
149.466	2	FaceMatching	1393	1	Stim6_Base	Stim6_Base	c
153.0	2	FaceMatching	1555	1	Stim9_LargeDistance	Stim9_Base	b
157.0	2	FaceMatching	1539	1	Stim4_Base	Stim4_Base	c
171.466	2	FaceMatching	1457	1	Stim7_Base	Stim7_Base	c
175.5	2	FaceMatching	1495	1	Stim1_Base	Stim1_SmallDistance	b
178.5	2	FaceMatching	1383	1	Stim9_Base	Stim9_Base	c
182.0	2	FaceMatching	1979	1	Stim1_Base	Stim1_Base	c
184.966	2	FaceMatching	1861	1	Stim5_Base	Stim5_Base	c
188.5	2	FaceMatching	1095	0	Stim2_Base	Stim2_Base	c
206.966	2	ShapeMatching	1077	1	S6	S6	c
210.483	2	ShapeMatching	1504	1	S8	S8	c
213.483	2	ShapeMatching	1304	1	S4	S5	b
217.483	2	ShapeMatching	1504	1	S9	S9	c
220.483	2	ShapeMatching	1544	1	S5	S5	c
223.983	2	ShapeMatching	1068	1	S9	S1	b
239.466	2	FaceMatching	1513	1	Stim8_LargeDistance	Stim8_Base	b
243.0	2	FaceMatching	1763	1	Stim7_LargeDistance	Stim7_Base	b
247.0	2	FaceMatching	1699	1	Stim3_Base	Stim3_Base	c
250.0	2	FaceMatching	1251	0	Stim3_Base	Stim3_SmallDistance	b
254.0	2	FaceMatching	1723	1	Stim8_Base	Stim8_Base	c
257.5	2	FaceMatching	1855	0	Stim5_Base	Stim5_SmallDistance	b
268.966	2	NumberMatching	1101	1	D2_1	N5	b
272.983	2	NumberMatching	1532	1	N7	D7_1	c
275.983	2	NumberMatching	1724	1	N9	D9_1	c
279.483	2	NumberMatching	1096	0	N1	D4_2	b
283.483	2	NumberMatching	1032	1	D2_2	N2	c
286.483	2	NumberMatching	1464	1	D6_1	N3	b
