onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.983	2	ShapeMatching	1245	1	S1	S8	b
12.983	2	ShapeMatching	1341	1	S5	S5	c
16.483	2	ShapeMatching	1865	1	S7	S5	b
19.483	2	ShapeMatching	1249	1	S5	S3	b
22.983	2	ShapeMatching	1189	1	S8	S6	b
26.983	2	ShapeMatching	1005	1	S4	S4	c
41.483	2	ShapeMatching	1713	1	S2	S2	c
44.983	2	ShapeMatching	0	0	S4	S2	b
47.983	2	ShapeMatching	1061	1	S2	S9	b
51.983	2	ShapeMatching	1949	0	S6	S4	b
55.483	2	ShapeMatching	1825	1	S3	S3	c
59.483	2	ShapeMatching	1001	1	S9	S9	c
70.983	2	NumberMatching	1941	0	N6	D9_2	b
74.483	2	NumberMatching	1289	0	D9_2	N9	c
78.483	2	NumberMatching	0	0	D7_2	N7	c
81.483	2	NumberMatching	985	1	D1_2	N1	c
85.483	2	NumberMatching	1489	1	D1_1	N3	b
88.983	2	NumberMatching	813	0	D5_2	N5	c
106.483	2	ShapeMatching	1673	1	S7	S7	c
110.483	2	ShapeMatching	1121	1	S1	S1	c
113.483	2	ShapeMatching	0	0	S8	S8	c
116.983	2	ShapeMatching	381	0	S3	S1	b
119.983	2	ShapeMatching	1973	1	S6	S6	c
123.483	2	ShapeMatching	1169	1	S9	S7	b
141.983	2	FaceMatching	1693	1	Stim7_Base	Stim7_SmallDistance	b
145.483	2	FaceMatching	1233	1	Stim1_LargeDistance	Stim1_LargeDistance	c
149.483	2	FaceMatching	1161	1	Stim7_LargeDistance	Stim7_LargeDistance	c
152.5	2	FaceMatching	1696	1	Stim5_LargeDistance	Stim5_LargeDistance	c
156.483	2	FaceMatching	2553	1	Stim9_Base	Stim9_SmallDistance	b
159.983	2	FaceMatching	0	0	Stim4_LargeDistance	Stim4_LargeDistance	c
174.483	2	NumberMatching	2609	1	N4	D4_1	c
178.483	2	NumberMatching	2025	1	D9_1	N5	b
181.983	2	NumberMatching	1461	1	D7_1	N3	b
184.983	2	NumberMatching	1253	0	D3_2	N3	c
188.483	2	NumberMatching	1641	1	N8	D6_2	b
191.483	2	NumberMatching	1809	1	N2	D2_1	c
203.983	2	FaceMatching	1901	1	Stim3_LargeDistance	Stim3_Base	b
207.0	2	FaceMatching	1652	1	Stim8_LargeDistance	Stim8_LargeDistance	c
210.5	2	FaceMatching	1960	1	Stim8_Base	Stim8_SmallDistance	b
214.5	2	FaceMatching	1768	1	Stim2_LargeDistance	Stim2_Base	b
218.0	2	FaceMatching	1348	0	Stim5_LargeDistance	Stim5_Base	b
222.0	2	FaceMatching	1964	1	Stim1_LargeDistance	Stim1_Base	b
239.483	2	NumberMatching	1849	1	N4	D2_2	b
243.483	2	NumberMatching	2465	0	N2	D6_2	b
246.983	2	NumberMatching	661	1	D3_1	N7	b
249.983	2	NumberMatching	3549	1	N6	D6_1	c
253.983	2	NumberMatching	37	0	D5_1	N7	b
256.983	2	NumberMatching	0	0	N8	D8_1	c
271.983	2	FaceMatching	1445	1	Stim6_Base	Stim6_SmallDistance	b
275.0	2	FaceMatching	1484	1	Stim2_LargeDistance	Stim2_LargeDistance	c
278.983	2	FaceMatching	1869	0	Stim9_LargeDistance	Stim9_LargeDistance	c
282.5	2	FaceMatching	1904	1	Stim3_LargeDistance	Stim3_LargeDistance	c
285.483	2	FaceMatching	1761	0	Stim6_LargeDistance	Stim6_LargeDistance	c
289.483	2	FaceMatching	1585	1	Stim4_LargeDistance	Stim4_Base	b
