onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.484	4.5	Plus1	2113	1	5	1	8
11.984	4.5	Plus1	1557	1	3	1	4
17.984	4.5	Plus1	2045	1	3	1	5
24.484	4.5	Plus1	1545	1	7	1	9
30.484	4.5	Plus1	1921	1	4	1	5
36.984	4.5	Plus1	1309	1	2	1	3
54.484	4.5	LargeProblem	1865	1	5	6	13
60.484	4.5	LargeProblem	3177	1	9	4	14
66.984	4.5	LargeProblem	3061	1	4	8	12
72.484	4.5	LargeProblem	3337	0	5	8	13
78.484	4.5	LargeProblem	2801	0	9	5	16
84.984	4.5	LargeProblem	1693	1	7	5	12
102.484	4.5	LargeProblem	2817	1	8	3	13
108.984	4.5	LargeProblem	1998	1	2	9	11
114.484	4.5	LargeProblem	2969	1	7	4	11
120.484	4.5	LargeProblem	2313	0	8	6	14
125.984	4.5	LargeProblem	2013	1	3	9	13
131.984	4.5	LargeProblem	3797	0	6	7	14
144.484	4.5	SmallProblem	2041	1	7	3	12
150.484	4.5	SmallProblem	2001	0	2	5	8
156.984	4.5	SmallProblem	2005	1	2	7	9
162.484	4.5	SmallProblem	1681	1	6	4	10
168.484	4.5	SmallProblem	3065	1	4	2	8
173.984	4.5	SmallProblem	2013	1	3	4	9
192.484	4.5	SmallProblem	2505	1	3	6	9
198.484	4.5	SmallProblem	1753	1	4	5	10
203.984	4.5	SmallProblem	1829	1	2	3	5
210.484	4.5	SmallProblem	1737	1	5	3	8
215.984	4.5	SmallProblem	1765	1	6	2	8
222.484	4.5	SmallProblem	1505	1	8	2	11
234.484	4.5	Plus1	2209	1	4	1	6
239.984	4.5	Plus1	1717	1	6	1	7
246.484	4.5	Plus1	1657	1	9	1	12
252.484	4.5	Plus1	2793	0	8	1	11
257.984	4.5	Plus1	1733	1	8	1	9
264.484	4.5	Plus1	1385	1	7	1	8
