onset	duration	trial_type	response_time	correct	left_stim	right_stim	correct_response
8.984	2	ShapeMatching	1062	1	S9	S7	b
12.984	2	ShapeMatching	998	1	S5	S3	b
16.484	2	ShapeMatching	1234	1	S6	S4	b
19.484	2	ShapeMatching	1098	1	S5	S5	c
23.484	2	ShapeMatching	946	1	S4	S4	c
26.484	2	ShapeMatching	1050	1	S1	S8	b
44.484	2	FaceMatching	2778	1	Stim9_LargeDistance	Stim9_LargeDistance	c
47.484	2	FaceMatching	1458	1	Stim4_LargeDistance	Stim4_Base	b
51.0	2	FaceMatching	1790	1	Stim2_LargeDistance	Stim2_LargeDistance	c
55.0	2	FaceMatching	1310	1	Stim1_LargeDistance	Stim1_LargeDistance	c
58.5	2	FaceMatching	1882	1	Stim2_LargeDistance	Stim2_Base	b
61.5	2	FaceMatching	2426	0	Stim4_LargeDistance	Stim4_LargeDistance	c
73.984	2	NumberMatching	1726	1	N2	D6_2	b
76.984	2	NumberMatching	2990	1	N8	D8_1	c
80.484	2	NumberMatching	1418	1	D3_2	N3	c
84.484	2	NumberMatching	0	0	D5_1	N7	b
87.484	2	NumberMatching	250	1	N4	D2_2	b
91.484	2	NumberMatching	0	0	D9_2	N9	c
106.484	2	NumberMatching	1450	1	D7_1	N3	b
110.484	2	NumberMatching	1266	1	D1_2	N1	c
113.984	2	NumberMatching	1670	1	D1_1	N3	b
116.984	2	NumberMatching	2398	1	N6	D9_2	b
120.484	2	NumberMatching	1626	1	N4	D4_1	c
123.484	2	NumberMatching	1570	1	D3_1	N7	b
135.984	2	FaceMatching	1542	1	Stim8_LargeDistance	Stim8_LargeDistance	c
139.001	2	FaceMatching	2477	0	Stim6_LargeDistance	Stim6_LargeDistance	c
142.984	2	FaceMatching	1654	1	Stim6_Base	Stim6_SmallDistance	b
146.501	2	FaceMatching	1409	1	Stim5_LargeDistance	Stim5_LargeDistance	c
150.501	2	FaceMatching	97	0	Stim1_LargeDistance	Stim1_Base	b
154.001	2	FaceMatching	1301	1	Stim3_LargeDistance	Stim3_LargeDistance	c
168.484	2	NumberMatching	3746	1	N6	D6_1	c
172.484	2	NumberMatching	1626	1	D9_1	N5	b
175.484	2	NumberMatching	2010	0	D7_2	N7	c
178.984	2	NumberMatching	2838	1	N8	D6_2	b
182.984	2	NumberMatching	1014	1	N2	D2_1	c
185.984	2	NumberMatching	2566	1	D5_2	N5	c
203.984	2	FaceMatching	2110	1	Stim9_Base	Stim9_SmallDistance	b
206.984	2	FaceMatching	1430	1	Stim5_LargeDistance	Stim5_Base	b
210.501	2	FaceMatching	2001	1	Stim7_LargeDistance	Stim7_LargeDistance	c
214.484	2	FaceMatching	2418	0	Stim8_Base	Stim8_SmallDistance	b
217.484	2	FaceMatching	1946	1	Stim3_LargeDistance	Stim3_Base	b
221.501	2	FaceMatching	2473	0	Stim7_Base	Stim7_SmallDistance	b
239.484	2	ShapeMatching	2194	1	S9	S9	c
243.484	2	ShapeMatching	1034	1	S4	S2	b
246.484	2	ShapeMatching	1026	1	S7	S7	c
249.984	2	ShapeMatching	3326	1	S7	S5	b
253.984	2	ShapeMatching	1254	1	S8	S8	c
256.984	2	ShapeMatching	1766	1	S2	S9	b
271.984	2	ShapeMatching	1454	1	S3	S1	b
275.984	2	ShapeMatching	862	1	S6	S6	c
279.484	2	ShapeMatching	1362	1	S8	S6	b
282.484	2	ShapeMatching	1122	1	S1	S1	c
286.484	2	ShapeMatching	994	1	S3	S3	c
289.984	2	ShapeMatching	1078	1	S2	S2	c
