onset	duration	trial_type	response_time	correct	left_number	right_number	verification
6.466	4.5	Plus1	1272	1	6	1	8
12.983	4.5	Plus1	1019	1	2	1	3
18.483	4.5	Plus1	1399	1	3	1	4
24.483	4.5	Plus1	1103	1	5	1	6
30.983	4.5	Plus1	1323	1	8	1	11
36.966	4.5	Plus1	1132	1	7	1	8
54.483	4.5	Plus1	2183	1	5	1	7
60.983	4.5	Plus1	1923	1	9	1	12
66.983	4.5	Plus1	1739	1	6	1	7
72.483	4.5	Plus1	1607	1	4	1	7
78.483	4.5	Plus1	1375	1	9	1	10
84.983	4.5	Plus1	1203	1	2	1	4
96.466	4.5	LargeProblem	3352	1	9	2	13
102.983	4.5	LargeProblem	2987	1	4	9	13
108.983	4.5	LargeProblem	4427	1	4	7	12
114.483	4.5	LargeProblem	2311	1	5	7	14
120.983	4.5	LargeProblem	2227	1	5	9	14
126.983	4.5	LargeProblem	4779	1	6	8	15
138.483	4.5	SmallProblem	1399	1	5	4	9
144.983	4.5	SmallProblem	859	1	5	2	7
150.483	4.5	SmallProblem	4191	1	2	6	9
156.483	4.5	SmallProblem	1543	1	4	3	7
162.983	4.5	SmallProblem	2035	0	4	6	11
168.483	4.5	SmallProblem	2343	1	3	2	7
186.483	4.5	LargeProblem	2047	1	9	3	12
192.983	4.5	LargeProblem	2403	1	6	5	11
198.983	4.5	LargeProblem	3211	1	8	4	13
204.483	4.5	LargeProblem	3983	1	3	8	11
210.483	4.5	LargeProblem	4711	1	7	6	13
215.967	4.5	LargeProblem	3475	1	8	5	15
234.483	4.5	SmallProblem	1807	1	3	5	10
239.983	4.5	SmallProblem	5179	1	3	7	10
245.967	4.5	SmallProblem	947	1	2	4	6
252.483	4.5	SmallProblem	999	1	2	8	10
257.983	4.5	SmallProblem	3379	1	7	2	10
264.483	4.5	SmallProblem	3423	1	6	3	11
